filename,field,gold_value,pred_value,gold_explanation
813e09a2c13f5d43a2ec8dcfb7e21c80.txt,parties,Morgan Stanley Capital Services LLC | Non-Affected Party; Tiles Trust 2005-1 | Counterparty,Morgan Stanley Capital Services LLC | Party; Tiles Trust 2005-1 | Party,"The parties to the ISDA Master Agreement are explicitly stated as 'Morgan Stanley Capital Services LLC (""MSCS"")' and 'Tiles Trust 2005-1'. MSCS is identified as the Non-Affected Party."
81ea6a3e1a43549ca3f9d2521afacca3.txt,parties,"Wells Fargo Bank, N.A.; Gentex Corporation","Wells Fargo Bank, N.A. | Party; Gentex Corporation | Party","The parties are clearly listed as 'Wells Fargo Bank, N.A.' and 'Gentex Corporation'. No explicit roles (e.g., Seller/Buyer) are specified in the provided text."
82f14fcbe58c562fb7037872d3f43838.txt,contract_date,2017-07-12,2018-10-10,"The ISDA Master Agreement being amended is dated July 12, 2017, as stated in the first paragraph."
83061e641bb157ceac4a5346c1659b91.txt,status,,EXECUTED,The document does not specify whether it is a draft or executed version; no signatures or explicit status are shown in the provided text.
856ab885a80d50b8908539c16aa2ad16.txt,status,,EXECUTED,"There is no explicit indication in the provided text whether the document is a draft, executed, or signed."
86a3d37df6d85c5f9e2743b05272c6f4.txt,parties,"U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A","U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A; PAR PETROLEUM, LLC | Acknowledged and Agreed Party","The parties are explicitly named as 'U.S. OIL & REFINING CO.' (Party B) and 'MERRILL LYNCH COMMODITIES, INC.' (Party A). Guarantors are mentioned but not named in the provided text."
8ea4b8fc2f375db1a0765c9ff3ac2134.txt,contract_type,ISDA,SWAP,"The document is titled 'ISDA Schedule to the Master Agreement for Basis Swap', indicating it is an ISDA Master Agreement (with a schedule), which matches the ISDA code."
942befcb308b52ee91fb14ce21610af4.txt,amendment_date,,2017-02-08,There is no indication that this document is an amendment; it is the initial agreement.
942befcb308b52ee91fb14ce21610af4.txt,version_type,INITIAL,RESTATED,"The document is the original 2002 Master Agreement, not an amendment or restatement."
947ff687656c5cb190a76635369b778b.txt,parties,"WACHOVIA BANK, NATIONAL ASSOCIATION; G&E Healthcare REIT MEDICAL PORTFOLIO 1, LLC","WACHOVIA BANK, NATIONAL ASSOCIATION | Party; G&E Healthcare REIT MEDICAL PORTFOLIO 1, LLC | Party",The parties are explicitly named at the top of the agreement.
94c99f07e0ad56498a44d5a314ddd492.txt,parties,THE BANK OF NOVA SCOTIA; EACH PARTY B SPECIFIED ON APPENDIX A TO THIS AGREEMENT,THE BANK OF NOVA SCOTIA | Party A; EACH PARTY B SPECIFIED ON APPENDIX A TO THIS AGREEMENT | Party B,The parties are listed as 'THE BANK OF NOVA SCOTIA' and 'EACH PARTY B SPECIFIED ON APPENDIX A TO THIS AGREEMENT'. No explicit roles (such as 'Lender' or 'Borrower') are provided in the text.
953a642cf56f50c0addeaaaf122bd332.txt,status,,EXECUTED,There is no explicit indication of execution or draft status in the provided text.
95c71723d3c85e1ebc0fa5048df2c261.txt,contract_date,2009-12-21,2009-09-22,"The heading and body state 'SECOND AMENDMENT dated as of December 21, 2009', indicating this is the main date for this amendment."
964c345e133d5b7195945c265f8d086c.txt,status,,EXECUTED,"There is no explicit statement regarding whether the contract is a draft, executed, or signed in the provided text."
967d200c7518542b813316e81f391d47.txt,parties,"Bank of America, N.A. | Party A; TBS International Limited | Party B Group Agent; Albemarle Maritime Corp. | Party B; Arden Maritime Corp. | Party B; Avon Maritime Corp. | Party B; Birnam Maritime Corp. | Party B; Bristol Maritime Corp. | Party B; Chester Shipping Corp. | Party B; Darby Navigation Corp. | Party B; Dover Maritime Corp. | Party B; Elrod Shipping Corp. | Party B; Exeter Shipping Corp. | Party B; Frankfort Maritime Corp. | Party B; Glenwood Maritime Corp. | Party B; Hansen Shipping Corp. | Party B; Henley Maritime Corp. | Party B; Hudson Maritime Corp. | Party B; Montrose Maritime Corp. | Party B; Oldcastle Shipping Corp. | Party B; Rector Shipping Corp. | Party B; Remsen Navigation Corp. | Party B; Sheffield Maritime Corp. | Party B; Sherman Maritime Corp. | Party B; Sterling Shipping Corp. | Party B; Stratford Shipping Corp. | Party B; Vernon Maritime Corp. | Party B; Windsor Maritime Corp. | Party B","Bank of America, N.A. | Party A; TBS International Limited | Party B Group Agent; Albemarle Maritime Corp. | Party B; Arden Maritime Corp. | Party B; Avon Maritime Corp. | Party B; Birnam Maritime Corp. | Party B; Bristol Maritime Corp. | Party B; Chester Shipping Corp. | Party B; Darby Navigation Corp. | Party B; Dover Maritime Corp. | Party B; Elrod Shipping Corp. | Party B; Exeter Shipping Corp. | Party B; Frankfort Maritime Corp. | Party B; Glenwood Maritime Corp. | Party B; Hansen Shipping Corp. | Party B; Henley Maritime Corp. | Party B; Hudson Maritime Corp. | Party B; Montrose Maritime Corp. | Party B; Oldcastle Shipping Corp. | Party B; Rector Shipping Corp. | Party B; Remsen Navigation Corp. | Party B; Sheffield Maritime Corp. | Party B; Sherman Maritime Corp. | Party B; Sterling Shipping Corp. | Party B; Stratford Shipping Corp. | Party B; Vernon Maritime Corp. | Party B; Windsor Maritime Corp. | Party B; TBS International plc | Party B Group Agent; Cumberland Navigation Corp. | Party B; Hartley Navigation Corp. | Party B; Jessup Maritime Corp. | Party B; Quentin Navigation Corp. | Party B; Vedado Maritime Corp. | Party B","The parties are listed explicitly as 'Bank of America, N.A.' (Party A) and a group of companies as 'Party B', with TBS International Limited as 'Party B Group Agent'."
96d57fd26efc55bf8c84e99d18b70106.txt,version_type,INITIAL,AMENDMENT,"This is the initial and only version of the termination acknowledgment, not an amendment or restatement."
96d57fd26efc55bf8c84e99d18b70106.txt,parties,"Citibank, N.A. | Secured Party, Bank, Sole Member of CBNA Sub; BDCA-CB Funding, LLC | Counterparty, Pledgor; 405 Loan Funding LLC (CBNA Sub) | Merged Entity","Citibank, N.A. | Counterparty and Secured Party; Citibank, N.A. | Bank; BDCA-CB Funding, LLC | Counterparty and Pledgor; Business Development Corporation of America | Sole member of BDCA-CB Funding, LLC","The parties are explicitly named: Citibank, N.A. (with multiple roles), BDCA-CB Funding, LLC (formerly 405 TRS I, LLC), and 405 Loan Funding LLC (CBNA Sub), which merged into the Counterparty."
97f47006838e50b099aae8fcab8b9aca.txt,status,,EXECUTED,"The document does not specify whether it is a draft, executed, or signed version."
9883b51cc6c4595190c93af3c89db487.txt,parties,"U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A","U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A; PAR PETROLEUM, LLC | Guarantor; MCCHORD PIPELINE CO. | Guarantor","The parties are explicitly listed as 'U.S. OIL & REFINING CO.' (Party B) and 'MERRILL LYNCH COMMODITIES, INC.' (Party A). Guarantors are mentioned but not named in the provided text."
9c980cac35fd532baa24a3815c0ccb19.txt,version_type,INITIAL,,"The document is labeled as 'BilateralForm' and there is no indication of amendment or restatement, suggesting it is an initial contract."
a07bdd4a7ece5c86900ef38cae14c2ff.txt,version_type,INITIAL,RESTATED,There is no language indicating this is an amendment or restated version; it appears to be the initial schedule to the master agreement.
a10531d34dd151978068623d8c289641.txt,status,,EXECUTED,"There is no explicit indication of the status (draft, executed, signed) in the provided text."
a1cc0cc9592f556ab76c58a38d8d8036.txt,version_type,AMENDMENT,LETTER,"The document modifies a term of the original ISDA Master Agreement, making it an amendment."
a285309b80e45dbeb097804febb56b64.txt,contract_date,,2002-01-01,The text includes 'dated as of' but does not provide a specific date.
a285309b80e45dbeb097804febb56b64.txt,status,,EXECUTED,"The text does not specify whether the agreement is a draft, executed, or signed."
a68440b7c9ea57c39f2756e432f5cbbf.txt,parties,"Citibank, N.A.; Cheltenham Funding LLC","Citibank, N.A. | Party; Cheltenham Funding LLC | Party","The parties are listed as 'Citibank, N.A.' and 'Cheltenham Funding LLC' in the agreement header. No explicit roles are given."
a8fb40c94e6959f5ac8417410def168c.txt,version_type,INITIAL,AMENDMENT,"This is the original transfer and assignment agreement, not an amendment or restated version."
a8fb40c94e6959f5ac8417410def168c.txt,parties,"Merrill Lynch International | Transferee; Merrill Lynch Capital Services, Inc. | Transferor; PPLUS Trust Series JPM-1 | Counterparty","Merrill Lynch International | Assignee; Merrill Lynch Capital Services, Inc. | Assignor","The parties are explicitly named in the agreement: Merrill Lynch International (MLI), Merrill Lynch Capital Services, Inc. (MLCS), and PPLUS Trust Series JPM-1 (Counterparty). Roles are inferred from the transfer context."
a957a2573ca25c5a913f0e96e32d0002.txt,status,,EXECUTED,"The document does not specify whether it is a draft, executed, or signed. No signatures or execution language are present in the provided excerpt."
a9f2ae99a6325e05834d7a810fb10345.txt,parties,"HSBC BANK USA, NATIONAL ASSOCIATION; CHRISTIE/AIX, INC.","HSBC BANK USA, NATIONAL ASSOCIATION | Party; CHRISTIE/AIX, INC. | Party","The parties are listed at the top: 'HSBC BANK USA, NATIONAL ASSOCIATION' and 'CHRISTIE/AIX, INC.'. No explicit roles (such as Seller/Buyer) are specified in the provided text."
aafbb062cbae5c1797a48b64e207c7f6.txt,parties,"J. ARON & COMPANY | Aron; CALUMET LUBRICANTS CO., LIMITED PARTNERSHIP | Counterparty","J. ARON & COMPANY | Party; CALUMET LUBRICANTS CO., LIMITED PARTNERSHIP | Counterparty","The parties are explicitly named as 'J. ARON & COMPANY' (Aron) and 'CALUMET LUBRICANTS CO., LIMITED PARTNERSHIP' (Counterparty)."
adaa75e99476551c89efbc34730f9fa1.txt,parties,"THE ROYAL BANK OF SCOTLAND PLC | Party A; NOVASTAR MORTGAGE SUPPLEMENTAL INTEREST TRUST, SERIES 2005-3 | Party B","THE ROYAL BANK OF SCOTLAND PLC; NOVASTAR MORTGAGE SUPPLEMENTAL INTEREST TRUST, SERIES 2005-3, a New York common law trust | Party A",Both parties are clearly named at the top of the agreement with their respective roles as Party A and Party B.
afbf6d5a5932562f85e1dee29f0ce0a8.txt,parties,"Summer Energy Holdings, Inc. | Guarantor; EDF Trading North America, LLC | Counterparty; EDF Energy Services, LLC | Counterparty; Summer Energy Northeast, LLC | Obligor; Summer Energy, LLC | Obligor","Summer Energy Holdings, Inc. | Guarantor; EDF Trading North America, LLC | Counterparty; EDF Energy Services, LLC | Counterparty","The Guarantor, Counterparties, and Obligors are explicitly named in the opening paragraph."
afcac2745e2a5a4d9b09d867b76696b5.txt,parties,"GREENWICH CAPITAL DERIVATIVES, INC. | Party A; NOVASTAR MORTGAGE SUPPLEMENTAL INTEREST TRUST, SERIES 2005-2, a New York common law trust | Party B","GREENWICH CAPITAL DERIVATIVES, INC.; NOVASTAR MORTGAGE SUPPLEMENTAL INTEREST TRUST, SERIES 2005-2 | Party B","Both parties are explicitly named in the agreement, with their roles as Party A and Party B."
b01b15a1290b5517b5a492949e900ba0.txt,status,,EXECUTED,"The document does not specify whether it is a draft, executed, or signed version."
b3a9dfdfb64a5be28e0fada558c51770.txt,contract_type,OTHER,,The text only provides an exhibit number and no substantive content about the contract type. Defaulting to OTHER due to lack of information.
b6d1228204165092a66aecc7f9052d3b.txt,status,,EXECUTED,"The document does not specify whether it is a draft, executed, or signed version."
b9243433ab1055ae905f9b76b581a0b3.txt,status,,EXECUTED,"The document does not explicitly state whether it is a draft, executed, or signed. No signatures or execution language are present in the provided text."
b9243433ab1055ae905f9b76b581a0b3.txt,parties,"CITIBANK, N.A.; FLATIRON FUNDING, LLC","CITIBANK, N.A. | Party; FLATIRON FUNDING, LLC | Party","The parties are clearly listed as 'CITIBANK, N.A.' and 'FLATIRON FUNDING, LLC'. No explicit roles are given."
bba53ec3402f549dbcb885634c35c760.txt,status,,EXECUTED,The document does not specify whether it is a draft or executed version.
c1e91e86c11e55f3bcaa6628b072cac4.txt,parties,"GMAC INVESTMENT MANAGEMENT LLC; RESIDENTIAL CAPITAL, LLC","GMAC INVESTMENT MANAGEMENT LLC | Party; RESIDENTIAL CAPITAL, LLC | Party",Both party names are clearly listed at the top of the agreement; roles are not specified.
c3ab627a5c6453a0ae781c7cb983389d.txt,parties,THE BANK OF NOVA SCOTIA; EACH PARTY B SPECIFIED ON APPENDIX A TO THIS AGREEMENT,THE BANK OF NOVA SCOTIA | Party A; EACH PARTY B SPECIFIED ON APPENDIX A TO THIS AGREEMENT | Party B,"The parties are listed as 'THE BANK OF NOVA SCOTIA' and 'EACH PARTY B SPECIFIED ON APPENDIX A TO THIS AGREEMENT'. No explicit roles (e.g., Seller/Buyer) are specified."
c4e33e8105f45152a79cb60b057f6f72.txt,parties,GENERAL MARITIME CORPORATION; HSH Nordbank AG,GENERAL MARITIME CORPORATION | Party; HSH Nordbank AG | Party,The parties are explicitly named as 'GENERAL MARITIME CORPORATION and HSH Nordbank AG'. No explicit roles (such as Seller/Buyer) are provided in the text.
c5ef841693d651229f98f0e474aded4b.txt,status,,EXECUTED,"The document does not specify whether it is a draft, executed, or signed version."
c745847b449a5553a6d6f80dc28d7cdc.txt,status,,EXECUTED,"The document does not specify whether it is a draft, executed, or signed version."
c84c5268bdee5180ba49892afa16b432.txt,contract_date,2010-05-28,2009-09-22,"The document is dated as of May 28, 2010, as stated in the heading and body: 'THIRD AMENDMENT dated as of May 28, 2010'."
c84c5268bdee5180ba49892afa16b432.txt,parties,SEMPRA ENERGY TRADING LLC | Party A; MXENERGY INC. | Party B; Specified Entities party thereto,SEMPRA ENERGY TRADING LLC | Party A; MXENERGY INC. | Party B; The Specified Entities Party Thereto,"The parties are listed in the heading and body: SEMPRA ENERGY TRADING LLC (Party A), MXENERGY INC. (Party B), and 'the Specified Entities party thereto'."
c8c864c684b2597ab50fb6efed20a0cc.txt,parties,"J. ARON & COMPANY | Aron; CALUMET LUBRICANTS CO., LIMITED PARTNERSHIP | Counterparty","J. ARON & COMPANY | Party; CALUMET LUBRICANTS CO., LIMITED PARTNERSHIP | Counterparty","The parties are explicitly named as 'J. ARON & COMPANY' (""Aron"") and 'CALUMET LUBRICANTS CO., LIMITED PARTNERSHIP' (""Counterparty"")."
cacf284e84835c80894ada76b5442550.txt,parties,"CITIZENS BANK, NATIONAL ASSOCIATION | Party B; CPI AEROSTRUCTURES, INC. | Party A","CITIZENS BANK, NATIONAL ASSOCIATION | Party A; CPI AEROSTRUCTURES, INC. | Party B","The parties are explicitly named as 'CITIZENS BANK, NATIONAL ASSOCIATION (""Party B"")' and 'CPI AEROSTRUCTURES, INC. (""Party A"")'."
cd3838f45dd45f72915f5dfee90990a3.txt,contract_type,ISDA,IRS,"The document is titled 'ISDA MASTER AGREEMENT (INTEREST RATE SWAP AGREEMENT)' and references a Schedule to the Master Agreement, indicating it is an ISDA Master Agreement."
ce55ff67b6fc5cbb8579d511562bd5c2.txt,parties,UBS AG | Party A; CM FINANCE INC. | Party B; CM Investment Partners LLC | Investment Adviser (agent of Party B),"UBS AG | Party A; CM FINANCE INC., as successor by merger to CM Finance LLC, acting by and through CM Investment Partners LLC (as successor to CM Investment Partners, L.P.), not in its individual capacity but as agent of Party B | Party B","The parties are explicitly listed in the opening paragraph, with roles clearly defined."
cf03a7317a7450fc8dd7d38465363fe5.txt,parties,MACQUARIE BANK LIMITED | Party A; VERTEX REFINING ALABAMA LLC | Party B,Macquarie Bank Limited (ABN 46 008 583 542) | Party A; Vertex Refining Alabama LLC | Party B,"The agreement is between MACQUARIE BANK LIMITED (Party A) and VERTEX REFINING ALABAMA LLC (Party B), as stated in the introductory section."
d0d183ecf4b0535681ba60403f1f6cba.txt,contract_date,,2002-01-01,The text includes 'dated as of' but does not provide a specific date in the provided excerpt.
d2ba56b68f435226b6a2ce621af1c09f.txt,parties,"PB CAPITAL CORPORATION; FOUNDRY PARK I, LLC","PB CAPITAL CORPORATION | Party A; FOUNDRY PARK I, LLC | Party B","The parties are listed as 'PB CAPITAL CORPORATION' and 'FOUNDRY PARK I, LLC'. Roles are not explicitly stated, but 'Party A' and 'Party B' are mentioned."
d37ad1b2bd33521b9357b827e3550118.txt,parties,"GMAC INVESTMENT MANAGEMENT LLC; RESIDENTIAL FUNDING COMPANY, LLC","GMAC INVESTMENT MANAGEMENT LLC | Party; RESIDENTIAL FUNDING COMPANY, LLC | Party","Both party names are listed at the top of the agreement. No explicit roles (e.g., Seller/Buyer) are specified in the provided text."
d53a4564761a5a7d9579a7c34cb30191.txt,parties,"CITIBANK, N.A.; 405 TRS I, LLC","CITIBANK, N.A. | Party; 405 TRS I, LLC | Party","The parties are explicitly listed as 'CITIBANK, N.A.' and '405 TRS I, LLC'. No specific roles (e.g., Seller/Buyer) are given in the provided text."
d5d57a2874405aa78fbceb91978aa63a.txt,parties,"U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A; Guarantors signatory hereto | Guarantor","U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A; PAR PETROLEUM, LLC | Guarantor; MCCHORD PIPELINE CO. | Guarantor","The parties are explicitly listed as U.S. OIL & REFINING CO. (Party B), MERRILL LYNCH COMMODITIES, INC. (Party A), and the Guarantors signatory hereto."
d63bb7aa4ec65a9ab3e04aa7059975ef.txt,parties,Macquarie Bank Limited | Party A; Each Party B specified on Appendix A to this Agreement | Party B,Macquarie Bank Limited (AFS Licence: 237502) | Party A; Each Party B specified on Appendix A to this Agreement | Party B,"The agreement is between 'Macquarie Bank Limited (AFS Licence: 237502) (""Party A"")' and 'Each Party B specified on Appendix A to this Agreement, severally and not jointly (each a ""Party B"")'."
d94250d4eeb652308a1394b6cfd1bafa.txt,parties,"U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A; Guarantors signatory hereto | Guarantor","U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A","The parties are explicitly listed as U.S. OIL & REFINING CO. (Party B), MERRILL LYNCH COMMODITIES, INC. (Party A), and the Guarantors signatory hereto."
d9d15bbf3127582f9d9fae56614149fe.txt,contract_type,OTHER,ISDA,"The document is titled 'AMENDING AGREEMENT' and refers to amendments to an ISDA Master Agreement and Credit Support Annex, but this document itself is not the ISDA Master Agreement or CSA; it is an amendment document."
d9d15bbf3127582f9d9fae56614149fe.txt,parties,THE BANK OF NOVA SCOTIA; HALIFAX FUNDING LLC,"THE BANK OF NOVA SCOTIA | Party; HALIFAX FUNDING LLC | Party; Corporate Capital Trust, Inc. | Designated Manager for Halifax Funding LLC",The parties are clearly listed at the beginning: THE BANK OF NOVA SCOTIA and HALIFAX FUNDING LLC.
db89a40b5c635952b05fceb3053c178c.txt,parties,KEYBANK NATIONAL ASSOCIATION | Party A; JUPITERMEDIA CORPORATION | Party B,"KEYBANK NATIONAL ASSOCIATION | Party A; JUPITERMEDIA CORPORATION, a Delaware corporation, to be known as WebMediaBrands Inc. | Party B",The parties are clearly identified as KEYBANK NATIONAL ASSOCIATION (Party A) and JUPITERMEDIA CORPORATION (Party B).
dc4b0b0f9b7251988f99f9175591eba3.txt,contract_type,LETTER,ISDA,The document is repeatedly referred to as a 'letter agreement' and is amending or clarifying terms under an existing ISDA Master Agreement.
dc4b0b0f9b7251988f99f9175591eba3.txt,parties,"Susquehanna Bank | Party A; Pure Earth Recycling (NJ), Inc. | Party B; Rezultz, Incorporated | Party B","Susquehanna Bank | Party A; Pure Earth Recycling (NJ), Inc. (formerly known as MidAtlantic Recycling Technologies, Inc. and successor by merger to Pure Earth Treatment (NJ), Inc.) | Party B; Rezultz, Incorporated | Party B","The letter specifies Susquehanna Bank as 'Party A' and Pure Earth Recycling (NJ), Inc. and Rezultz, Incorporated as 'Party B' after the merger."
dd1b3f5fe34b5a6c913dccb4a65393eb.txt,contract_type,ISDA,SWAP,"The document is titled 'CURRENCY SWAP AGREEMENT' and references the ISDA Master Agreement, including the schedule and CSA, which fits the ISDA (ISDA Master Agreement) code."
e0b1265a47db5365b0a7d4e8f7099d33.txt,parties,"NOMURA GLOBAL FINANCIAL PRODUCTS INC.; EACH OF THE ENTITIES LISTED ON EXHIBIT A TO THIS AGREEMENT, SEVERALLY AND NOT JOINTLY",NOMURA GLOBAL FINANCIAL PRODUCTS INC. | Party A; EACH OF THE ENTITIES LISTED ON EXHIBIT A TO THIS AGREEMENT | Party B,The parties are explicitly listed in the agreement preamble. Roles are not specified beyond being parties to the agreement.
e4ac2a2ce57155cf841430b8a48a477f.txt,parties,FORD CREDIT AUTO OWNER TRUST 2008-C; BNP PARIBAS,FORD CREDIT AUTO OWNER | Party; BNP PARIBAS TRUST 2008-C | Party,"The parties are listed as 'FORD CREDIT AUTO OWNER TRUST 2008-C' and 'BNP PARIBAS'. No explicit roles (e.g., Seller/Buyer) are given."
e9208e2b562852d68594841c03fc1e2d.txt,contract_date,2009-09-28,2009-09-22,"The amendment is dated as of September 28, 2009, which is clearly stated at the beginning of the document."
ed200834edd15803a9485a07fb773e16.txt,status,,EXECUTED,"The document does not specify whether it is a draft, executed, or signed version."
eec40f43082b5be7b8e4abd67439c312.txt,parties,KEYBANK NATIONAL ASSOCIATION; GENERAL MARITIME CORPORATION,KEYBANK NATIONAL ASSOCIATION | Party; GENERAL MARITIME CORPORATION | Party,"The two parties are clearly named in the agreement. Their specific roles (e.g., Lender/Borrower) are not specified in the provided text."
f1ef558d82025d98a9342e70028dbe81.txt,parties,"CITIBANK, N.A. | Party A; FEDERATED INVESTORS, INC. | Party B","CITIBANK, N.A | Party A; FEDERATED INVESTORS, INC. | Party B","The parties are explicitly listed as 'CITIBANK, N.A.' (Party A) and 'FEDERATED INVESTORS, INC.' (Party B)."
f3bb392f8a865d92bc537d1ce21f5b2d.txt,parties,"BANK OF AMERICA, N.A.; BOOZ ALLEN HAMILTON INC.","BANK OF AMERICA, N.A. | Party; BOOZ ALLEN HAMILTON INC. | Party","Both party names are clearly listed at the top of the agreement. No explicit roles (e.g., Seller/Buyer) are specified."
f42531b34d1157e7a0ab60662d17bf4b.txt,parties,"EDF TRADING NORTH AMERICA, LLC | Party A; SUMMER ENERGY, LLC | Party B; SUMMER ENERGY NORTHEAST, LLC | Party B","EDF TRADING NORTH AMERICA, LLC; SUMMER ENERGY, LLC AND SUMMER ENERGY NORTHEAST, LLC | Party A; SUMMER ENERGY, LLC AND SUMMER ENERGY NORTHEAST, LLC | Party B (jointly and severally together)","The parties are explicitly listed: EDF TRADING NORTH AMERICA, LLC as Party A, and SUMMER ENERGY, LLC and SUMMER ENERGY NORTHEAST, LLC jointly as Party B."
fa7d4cf3ef53539285557025063f9d79.txt,parties,"U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A; Guarantors signatory hereto | Guarantor","U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A","The parties are explicitly listed as U.S. OIL & REFINING CO. (Party B), MERRILL LYNCH COMMODITIES, INC. (Party A), and the Guarantors signatory hereto."
fbe65b7a21a254b0b4db2986ccc787d9.txt,parties,Brown Brothers Harriman & Co; Met-Pro Corporation,Brown Brothers Harriman & Co | Party; Met-Pro Corporation | Party,"The parties are explicitly listed as 'Brown Brothers Harriman & Co and Met-Pro Corporation'. No specific roles (e.g., Seller/Buyer) are stated."
fca7233ea8a65f26932112f6dccf4d83.txt,parties,"U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A","U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A; PAR PETROLEUM, LLC | Guarantor; MCCHORD PIPELINE CO. | Guarantor","The parties are explicitly named as 'U.S. OIL & REFINING CO.' (Party B) and 'MERRILL LYNCH COMMODITIES, INC.' (Party A). Guarantors are mentioned but not named in the provided text."
fd6d2e764d4b514a8ed3f1af461e1e41.txt,status,,EXECUTED,"The document does not specify whether it is a draft, executed, or signed version."
