filename,contract_type,contract_type_confidence,contract_type_explanation,contract_date,contract_date_confidence,contract_date_explanation,amendment_date,amendment_date_confidence,amendment_date_explanation,version_type,version_type_confidence,version_type_explanation,status,status_confidence,status_explanation,parties,parties_confidence,parties_explanation
4986adbaccdf53b8b2b59669fa5f9210.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' by the International Swaps and Derivatives Association, Inc., and references the ISDA Master Agreement and its Schedule.",2015-12-30,100,"The agreement is stated as 'dated as of December 30, 2015'.",,100,There is no indication that this document is an amendment; it is the initial master agreement.,INITIAL,100,"The document is the original 2002 ISDA Master Agreement, not an amendment or restatement.",EXECUTED,90,"The agreement is dated and appears to be the final executed version, not a draft.","Capital One, National Association; MACK-CALI REALTY, L.P.",100,Both parties are listed at the top of the agreement as entering into the ISDA Master Agreement.
498a0e40db6d54a6a47d666be570f271.txt,ISDA,100,"The document is titled 'ISDA 2002 MASTER AGREEMENT' and references the International Swaps and Derivatives Association, Inc., which matches the ISDA Master Agreement contract type.",2021-11-30,100,"The agreement is stated as 'dated as of November 30, 2021', which is the main contract date.",,100,There is no indication that this document is an amendment; it is the initial master agreement.,INITIAL,100,The document is the original 2002 Master Agreement and does not reference being amended or restated.,EXECUTED,90,"The agreement is dated and uses language indicating the parties 'have entered and/or anticipate entering into' transactions, which is typical of executed agreements.",Macquarie Bank Limited | Party A; Each Party B specified on Appendix A to this Agreement | Party B,95,"The agreement is between 'Macquarie Bank Limited (""Party A"")' and 'Each Party B specified on Appendix A to this Agreement, severally and not jointly (each a ""Party B"")'."
4b5d1fdfb11450aaab7654927eb24d06.txt,ISDA (ISDA Master Agreement),100,"The document is a Schedule to the ISDA 2002 Master Agreement, as stated in the header and body.",2019-03-20,100,"The agreement is dated as of March 20, 2019, as stated in the header.",,100,There is no indication that this document is an amendment; it is a schedule to the initial ISDA Master Agreement.,INITIAL,100,"This is a schedule to the initial ISDA Master Agreement, not an amendment or restated version.",EXECUTED,95,"The document is labeled 'Execution Copy', which typically indicates it is an executed version.","CITIBANK, N.A. | Party A; FARMER BROS. CO. | Party B",100,"The parties are clearly listed as CITIBANK, N.A. (Party A) and FARMER BROS. CO. (Party B)."
4c80ac9225d056f4b4382ef9252da8ad.txt,ISDA,100,"The document is titled 'ISDA International Swaps and Derivatives Association, Inc. 2002 MASTER AGREEMENT' and refers to the ISDA Master Agreement and its Schedule.",2017-07-12,100,"The agreement is stated to be 'dated as of July 12, 2017'.",,100,There is no indication that this document is an amendment; it is the initial agreement.,INITIAL,100,The document is the original 2002 Master Agreement and does not reference being amended or restated.,EXECUTED,90,"The agreement is dated and appears to be the executed version, not a draft.","JPMORGAN CHASE BANK, N.A. | Party A; CMF WILLOWBRIDGE MASTER FUND L.P. | Party B",100,The parties are explicitly named as 'Party A' and 'Party B' in the agreement.
4ca1095bd9d454a88d3180594f07154d.txt,GMRA (Global Master Repurchase Agreement),100,"The document is titled 'GLOBAL MASTER REPURCHASE AGREEMENT' and references TBMA/ISMA, which is the standard for GMRA.",2013-04-23,100,"The agreement is dated as of April 23, 2013, as stated in the document.",,100,"Although the agreement is 'amended and restated', there is no separate amendment date provided; the main date is the effective date.",RESTATED (amended and restated),100,The agreement is labeled 'AMENDED AND RESTATED GLOBAL MASTER REPURCHASE AGREEMENT'.,EXECUTED (Executed),80,"The agreement is dated and formatted as a final contract, not a draft, suggesting it is executed, though no explicit signature page is shown in the excerpt.","JPMORGAN CHASE BANK, N.A., LONDON BRANCH | Party A; COBBS CREEK LLC | Party B",100,The parties are explicitly listed as 'Party A' and 'Party B' in the agreement.
4e875e5632ca5d02883692ec03d0cc6c.txt,ISDA,100,"The document is titled 'SECOND AMENDMENT ... TO THE ISDA MASTER AGREEMENT', clearly indicating it is an amendment to an ISDA Master Agreement.",2010-05-28,100,"The document states 'SECOND AMENDMENT dated as of May 28, 2010', which is the main date associated with this amendment.",2010-05-28,100,"This is an amendment, and the date is explicitly stated as 'dated as of May 28, 2010'.",AMENDMENT,100,"The document is titled 'SECOND AMENDMENT', indicating it is an amendment to the original contract.",EXECUTED,80,"The document uses formal contract language and is dated, which typically indicates execution, though no explicit signature page is shown in the excerpt.",SEMPRA ENERGY TRADING LLC | Party A; MXENERGY ELECTRIC INC. | Party B; Specified Entities party thereto | Other party,95,"The parties are listed as SEMPRA ENERGY TRADING LLC (Party A), MXENERGY ELECTRIC INC. (Party B), and 'the Specified Entities party thereto'."
4ef7763aece7534993d6e367c8266c15.txt,VSA (Credit Support Annex),100,"The document is titled '2016 Credit Support Annex for Variation Margin (VM)' and repeatedly refers to itself as a Credit Support Annex, which matches the VSA code.",2017-07-12,95,"The text states 'ISDA Master Agreement dated July 12, 2017', which is the main date associated with the agreement.",,100,There is no indication that this document is an amendment or provides an amendment date; it appears to be an initial annex.,INITIAL (initial contract),95,"The document is a Credit Support Annex supplementing the ISDA Master Agreement, with no language indicating it is an amendment or restatement.",EXECUTED,80,"The document is not marked as a draft and contains finalized party names and roles, suggesting it is executed, though no explicit signature page is shown.","JPMORGAN CHASE BANK, N.A. | Party A; CMF ASPECT MASTER FUND L.P. | Party B",100,"The parties are explicitly listed as 'JPMORGAN CHASE BANK, N.A. (""Party A"")' and 'CMF ASPECT MASTER FUND L.P. (""Party B"")'."
4f373aa105575bc19f67ea9efea926b6.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' by the International Swaps and Derivatives Association, Inc., which is an ISDA Master Agreement. The text also references the schedule and confirms it is a Master Agreement.",2024-02-15,100,"The agreement is stated to be 'dated as of February 15, 2024' near the top of the document.",,100,There is no indication in the text that this document is an amendment; it is the initial agreement.,INITIAL,100,The document is the original 2002 Master Agreement and not an amendment or restated version.,EXECUTED,90,"The agreement is dated and presented as a finalized contract, not a draft. There is no explicit 'signed' language, but the context and formality suggest it is executed.",BNP PARIBAS | Party A; FSSL FINANCE BNPP TRS LLC | Party B,100,"The parties are listed as 'BNP PARIBAS' and 'FSSL FINANCE BNPP TRS LLC', with explicit roles as 'Party A' and 'Party B'."
4f8a4483b2dc56f3a25523cda4634b43.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' by the International Swaps and Derivatives Association, Inc., and explicitly refers to the ISDA Master Agreement and its Schedule.",2021-12-28,100,"The agreement is stated to be 'dated as of December 28, 2021'.",,100,There is no indication that this document is an amendment or contains an amendment date.,INITIAL,100,The document is a '2002 MASTER AGREEMENT' with no indication of being an amendment or restatement.,EXECUTED,90,"The agreement is dated and appears to be a finalized contract, not a draft. Standard ISDA Master Agreements are executed when dated.","OLD NATIONAL BANK; CONTRAIL AVIATION SUPPORT, LLC; CONTRAIL AVIATION LEASING, LLC",100,"The agreement is between 'OLD NATIONAL BANK' and 'CONTRAIL AVIATION SUPPORT, LLC & CONTRAIL AVIATION LEASING, LLC'. No explicit roles (e.g., Seller/Buyer) are stated."
5121352e4b375dad98f145f938a196cb.txt,ISDA,95,"The document is titled 'ISDA Master Agreement (Interest Rate Swap Agreement)' and references a Schedule to the Master Agreement, indicating it is an ISDA Master Agreement.",2005-04-22,98,"The text states 'SCHEDULE TO THE MASTER AGREEMENT DATED AS OF 22 APRIL 2005', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is the initial agreement schedule.,INITIAL,95,"The document is a schedule to the master agreement dated as of 22 April 2005, with no reference to amendment or restatement, indicating it is the initial contract.",EXECUTED,85,"The document contains finalized provisions and a specific date, and is not marked as a draft, suggesting it is an executed agreement.",Securitisation Advisory Services Pty. Limited | Manager; Commonwealth Bank of Australia | Party A; Perpetual Trustee Company Limited as Trustee of the Medallion Trust Series 2005-2G | Party B,98,"The parties are explicitly listed in the agreement: Securitisation Advisory Services Pty. Limited (Manager), Commonwealth Bank of Australia (Party A), and Perpetual Trustee Company Limited as Trustee (Party B)."
516786fe020d59eba1b3e7f65e727e38.txt,ISDA,100,"The document is titled 'SCHEDULE to the 2002 ISDA Master Agreement', indicating it is a Schedule to an ISDA Master Agreement.",2017-07-12,100,"The text states 'dated as of July 12, 2017', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is a Schedule to the original agreement.,INITIAL,95,"This is a Schedule to the original 2002 ISDA Master Agreement, not an amendment or restatement.",EXECUTED,90,"The document is dated and formatted as a finalized Schedule, which typically indicates execution, though no explicit signature is shown in the excerpt.","JPMorgan Chase Bank, N.A. | Party A; CMF Graham Capital Master Fund L.P. | Party B",100,The parties are explicitly named as 'Party A' and 'Party B' in the introductory section.
5273ace62a7a5e83b8b7bcc3e335ab37.txt,ISDA,100,"The document is titled 'TWENTY SEVENTH AMENDMENT TO FIRST LIEN ISDA 2002 MASTER AGREEMENT', indicating it is related to an ISDA Master Agreement.",2022-11-02,100,"The text states the amendment is 'entered into as of November 2, 2022', which is the main date associated with this contract.",2022-11-02,100,"As this is an amendment, the date 'November 2, 2022' is the amendment date.",AMENDMENT,100,"The document is titled as an 'AMENDMENT', specifically the 'TWENTY SEVENTH AMENDMENT', indicating it is an amendment to the original contract.",EXECUTED,95,"The document is labeled 'Execution Version', which typically indicates it is the executed version.","U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A; Guarantors signatory hereto | Guarantor",100,"The parties are explicitly listed as U.S. OIL & REFINING CO. (Party B), MERRILL LYNCH COMMODITIES, INC. (Party A), and the Guarantors signatory hereto."
5307f3f60d8a579bb291345dba73e732.txt,ISDA,100,"The document is titled 'SCHEDULE to the 2002 Master Agreement' and references the International Swaps and Derivatives Association, Inc., indicating it is an ISDA Master Agreement or related schedule.",2021-12-28,100,"The text states 'dated as of December 28, 2021', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it appears to be an initial schedule to the master agreement.,INITIAL,95,"The document is a schedule to the 2002 Master Agreement and there is no mention of amendment or restatement, so it is most likely the initial contract.",EXECUTED,85,"The document includes a specific date ('dated as of December 28, 2021'), which typically indicates an executed contract, not a draft.","OLD NATIONAL BANK | Party A; CONTRAIL AVIATION SUPPORT, LLC | Party B; CONTRAIL AVIATION LEASING, LLC | Party B",100,"The parties are explicitly listed as 'OLD NATIONAL BANK' (Party A) and 'CONTRAIL AVIATION SUPPORT, LLC' and 'CONTRAIL AVIATION LEASING, LLC' (collectively Party B)."
552e263116f358f089943a0354bc3008.txt,ISDA,100,"The document is a Schedule to the 2002 ISDA Master Agreement, as stated in the heading.",2017-07-12,100,"The date 'dated as of July 12, 2017' is clearly specified in the document.",,100,There is no indication that this document is an amendment; it is a Schedule to the Master Agreement.,INITIAL,100,"This is a Schedule to the initial 2002 ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,"The document is dated and formatted as a formal Schedule, which typically indicates execution, though explicit signatures are not shown in the excerpt.","JPMorgan Chase Bank, N.A. | Party A; CMF Winton Master L.P. | Party B",100,The parties are explicitly listed as 'Party A' and 'Party B' in the introductory section.
5646f6cd2d1d585d979a6ba89d9d434a.txt,ISDA,100,"The document is titled 'ISDA MASTER AGREEMENT' and references the International Swap Dealers Association, Inc., indicating it is an ISDA Master Agreement.",2005-02-22,100,"The agreement is stated to be 'dated as of February 22, 2005', which is the main contract date.",,100,There is no indication that this document is an amendment; it is an initial agreement.,INITIAL,100,"The document is a 'MASTER AGREEMENT' with no reference to amendment or restatement, indicating it is the initial contract.",EXECUTED,95,"The document is labeled 'Execution Copy', which typically indicates it is an executed version.","DEUTSCHE BANK AG NEW YORK | Party A; NOVASTAR MORTGAGE SUPPLEMENTAL INTEREST TRUST, SERIES 2005-1, a New York common law trust | Party B",100,Both parties are explicitly named in the agreement with their respective roles as Party A and Party B.
57eb626d75245ce0abd75863e5000b9e.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' and references the International Swaps and Derivatives Association, Inc., which is the standard for ISDA Master Agreements.",2022-06-13,100,"The agreement is stated as 'dated as of June 13th, 2022' in the document.",,100,There is no indication that this document is an amendment; it is the initial agreement.,INITIAL,100,"The document is a '2002 MASTER AGREEMENT' with no mention of amendment or restatement, indicating it is the initial contract.",EXECUTED,90,"The agreement is dated and uses language indicating the parties 'have entered and/or anticipate entering into' transactions, suggesting execution rather than draft.","SOCIETE GENERALE | Party A; Each entity listed on Appendix I to the Schedule hereto, severally and not jointly | Party B",95,"The parties are explicitly listed as 'SOCIETE GENERALE (""Party A"")' and 'Each entity listed on Appendix I to the Schedule hereto... (""Party B"")'."
5a5adf7517955ea6bd8fad0b01280b43.txt,LETTER,95,"The document is titled 'LETTER AGREEMENT' and is referred to as a letter in the body, matching the LETTER (Letter Agreement) contract type.",,40,"No explicit effective or execution date for this Letter Agreement is provided in the text. References are made to other agreements with dates, but not for this document itself.",,100,"This document is not an amendment but a letter agreement referencing other agreements and amendments; thus, amendment_date is null.",INITIAL,90,"There is no indication that this is an amendment or restated version; it is a standalone letter agreement, so 'INITIAL' is most appropriate.",EXECUTED,85,"The document is labeled 'Execution Version', which typically means it is the executed version of the agreement.","Goldman Sachs Capital Markets, L.P. | Sender; X-Rite, Incorporated | Recipient",95,"The letter is from Goldman Sachs Capital Markets, L.P. to X-Rite, Incorporated, as shown in the addresses and salutation."
5b0d97bba758591eb4d64a958be68293.txt,ISDA (ISDA Master Agreement),100,"The document is titled 'CURRENCY SWAP AGREEMENT' and references the 'ISDA International Swap Dealers Association, Inc. MASTER AGREEMENT', including a schedule and confirmations, which matches the ISDA Master Agreement category.",2013-05-07,100,"The agreement is stated as 'dated as of 7 May 2013', which is the main contract date.",,100,There is no indication that this document is an amendment; it is the initial agreement.,INITIAL (initial contract),100,There is no mention of amendment or restatement; this is the initial contract.,EXECUTED,95,"The document is labeled 'EXECUTION VERSION', which typically indicates an executed contract.",Australia and New Zealand Banking Group Limited | Party A; Perpetual Trustee Company Limited in its capacity as trustee of the SMART ABS Series 2013-2US Trust | Party B; Macquarie Securities Management Pty Limited | Manager,100,"The parties are explicitly listed with their roles: Party A, Party B (as trustee), and Manager."
5b3b418331ba5994a23e43d507dcee0b.txt,ISDA,100,"The document is titled 'ISDA Schedule to the Master Agreement for Interest Rate Swap' and references both a schedule and an ISDA Master Agreement, matching the ISDA code.",2007-03-13,100,The date '13 March 2007' is clearly labeled as the contract date in the document.,,100,There is no indication that this document is an amendment; it appears to be an initial schedule.,INITIAL,95,"The document is an ISDA Schedule to the Master Agreement and does not reference amendment or restatement, indicating it is the initial contract.",EXECUTED,90,"The presence of a specific date and the formal listing of parties suggest this is an executed contract, not a draft.",CRUSADE MANAGEMENT LIMITED | Party A; ST.GEORGE BANK LIMITED; PERPETUAL TRUSTEES CONSOLIDATED LIMITED AS TRUSTEE OF THE CRUSADE GLOBAL TRUST NO. 1 OF 2007 | Party B,100,The parties are explicitly listed with roles Party A and Party B; St.George Bank Limited is listed as a party but without a specific role.
5de97e0b07f4548d8729195fea39d41d.txt,ISDA,100,"The document is titled 'SCHEDULE TO THE ISDA MASTER AGREEMENT' and references the 1992 ISDA Master Agreement, indicating it is an ISDA Master Agreement schedule.",2008-07-30,100,"The document states 'dated as of July 30, 2008' in the heading and body.",,100,There is no indication that this document is an amendment; it is a schedule to the original agreement.,INITIAL,95,"The document is a schedule to the ISDA Master Agreement dated as of July 30, 2008, with no indication of being an amendment or restatement.",EXECUTED,95,"The document is labeled 'EXECUTION COPY', which typically indicates an executed version.","DEUTSCHE BANK AG, NEW YORK BRANCH | Party A; WORLD OMNI AUTO RECEIVABLES TRUST 2008-B | Party B",100,The parties are explicitly listed as 'Party A' and 'Party B' in the opening paragraphs.
5fc7cb9313d15511834a4ffd25af3b67.txt,GMRA (Global Master Repurchase Agreement),100,"The document is titled 'GLOBAL MASTER REPURCHASE AGREEMENT' and references TBMA/ISMA, which is the standard for GMRA agreements.",2013-02-06,100,"The agreement is dated as of February 6, 2013, as stated in the heading.",,100,"Although the agreement is 'amended and restated', no separate amendment date is provided; the main date is used for the restated agreement.",RESTATED (amended and restated),100,"The document is labeled 'AMENDED AND RESTATED GLOBAL MASTER REPURCHASE AGREEMENT', indicating it is an amended and restated version.",EXECUTED,90,"The agreement is dated and lists the parties, which typically indicates execution, though no explicit signature block is shown in the excerpt.","JPMORGAN CHASE BANK, N.A., LONDON BRANCH | Party A; COBBS CREEK LLC | Party B",100,The parties are explicitly listed as 'Party A' and 'Party B' in the agreement.
61144fd96fa95672bf5e800a986c8722.txt,ISDA,100,"The document is titled 'ISDA MASTER AGREEMENT' and references the International Swap Dealers Association, Inc., indicating it is an ISDA Master Agreement.",2010-08-18,100,"The agreement is stated to be 'dated as of August 18, 2010', which is the main contract date.",,100,There is no indication in the text that this document is an amendment or contains an amendment date.,INITIAL,100,"The document is titled 'ISDA MASTER AGREEMENT' and there is no mention of amendment or restatement, indicating this is the initial contract.",EXECUTED,90,"The agreement is dated and presented as a formal contract, which typically indicates execution. There is no indication that it is a draft.",ALLY AUTO RECEIVABLES TRUST 2010-3; THE ROYAL BANK OF SCOTLAND PLC,100,The parties are explicitly named as 'ALLY AUTO RECEIVABLES TRUST 2010-3' and 'THE ROYAL BANK OF SCOTLAND PLC'. Their specific roles are not stated in the provided text.
61158cb609b45c6caf15f34b7d2ff735.txt,TERMINATION,100,"The document is titled 'TERMINATION ACKNOWLEDGMENT (TRS)' and repeatedly refers to the termination of the Master Agreement, matching the TERMINATION (Termination Acknowledgment) contract type.",2013-06-13,100,"The document is dated 'June 13, 2013' at the top, which is the effective date of the termination acknowledgment.",,100,"This is a termination acknowledgment, not an amendment, so amendment_date is null.",AMENDMENT,90,"A termination acknowledgment is a type of amendment to a contract, as it modifies the status of the agreement by terminating it. The document is not an initial contract or a restated contract.",EXECUTED,100,"The document includes an execution block ('IN WITNESS WHEREOF...duly executed as of the date first written above') and a signature, indicating it is executed.","Citibank, N.A. | Citibank; Del River LLC | Counterparty",100,"The document states the Master Agreement is between Citibank, N.A. and Del River LLC, with Citibank as 'Citibank' and Del River LLC as 'the Counterparty.'"
6182f1b146f35141ade16b62b13fac99.txt,ISDA,100,"The document is titled 'ISDA 2002 MASTER AGREEMENT' and references the International Swaps and Derivatives Association, Inc., indicating it is an ISDA Master Agreement.",2012-07-02,100,"The agreement is stated as 'dated as of July 2, 2012', which is the main contract date.",,100,There is no indication that this document is an amendment; it is the initial agreement.,INITIAL,100,The document is the original '2002 Master Agreement' and does not mention being amended or restated.,EXECUTED,90,"The agreement is dated and presented as a formal contract, implying it is executed, although explicit signatures are not shown in the excerpt.","CITIBANK, N.A.; IC-II INVESTMENTS LLC",100,"The parties are clearly listed as 'CITIBANK, N.A.' and 'IC-II INVESTMENTS LLC'. No specific roles (such as Seller/Buyer) are mentioned."
643d285979305f4eabdae10d08fe70f7.txt,ISDA,100,"The document is titled 'ISDA International Swap Dealers Association, Inc. MASTER AGREEMENT' and references the ISDA Master Agreement, schedule, and confirmations.",2005-09-22,100,"The agreement is stated to be 'dated as of September 22, 2005'.",,100,There is no indication that this document is an amendment; it is an initial master agreement.,INITIAL,100,The document is a master agreement and there is no mention of amendment or restatement; it is the initial contract.,EXECUTED,95,"The document is labeled 'Execution Copy', which typically indicates an executed agreement.","WACHOVIA BANK, NATIONAL ASSOCIATION | Party A; NOVASTAR MORTGAGE SUPPLEMENTAL INTEREST TRUST, SERIES 2005-3 | Party B",100,"The parties are explicitly listed as 'WACHOVIA BANK, NATIONAL ASSOCIATION' and 'NOVASTAR MORTGAGE SUPPLEMENTAL INTEREST TRUST, SERIES 2005-3', with Party A and Party B roles."
6554eb3664ee501dad601757f9ac50e2.txt,ISDA,100,"The document is titled '2002 ISDA MASTER AGREEMENT' and references the International Swaps and Derivatives Association, indicating it is an ISDA Master Agreement.",2010-05-28,100,"The agreement is stated to be 'dated as of May 28, 2010', which is the effective date of the contract.",,100,There is no indication in the text that this document is an amendment; it is an initial agreement.,INITIAL,100,"The document is a '2002 ISDA MASTER AGREEMENT' with no reference to amendment or restatement, indicating it is the initial contract.",EXECUTED,90,"The agreement is dated and appears to be the final version, not a draft. The use of 'dated as of' typically indicates execution.","SOCIT GNRALE; CINEDIGM DIGITAL FUNDING I, LLC",95,"The parties are explicitly named as 'SOCIT GNRALE and CINEDIGM DIGITAL FUNDING I, LLC'. No specific roles (e.g., Seller/Buyer) are assigned in the provided text."
66317a701bd35483a91593879e761562.txt,,,,,,,,,,,,,,,,,,
66491d42b87858e0bb0122ddc92bcfef.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' and references the International Swaps and Derivatives Association, Inc., which is the ISDA Master Agreement. It also mentions the schedule, confirming it is an ISDA Master Agreement.",2019-04-11,100,"The agreement is stated as 'dated as of April 11, 2019', which is the main contract date.",,100,There is no indication that this document is an amendment; it is the initial agreement.,INITIAL,100,"The document is the original 2002 Master Agreement, not an amendment or restated version.",EXECUTED,90,"The agreement is dated and appears to be the executed version, as there is no indication it is a draft.","TWIN DISC, INCORPORATED; BANK OF MONTREAL",95,"The parties are listed as 'TWIN DISC, INCORPORATED' and 'BANK OF MONTREAL'. While 'Party A' and 'Party B' are mentioned, it is not explicitly clear which is which, so roles are left null."
6a83b9c4a62052f8989cd748dca0ab97.txt,ISDA,100,"The document is titled 'ISDA' and references the '2002 Master Agreement' and 'International Swaps and Derivatives Association, Inc.', which matches the ISDA Master Agreement code.",2020-04-02,100,"The text states 'dated as of April 2, 2020', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is a schedule to the master agreement.,INITIAL,100,There is no mention of amendment or restatement; this appears to be the initial contract.,EXECUTED,95,"The document is labeled 'Execution Copy', which typically indicates an executed agreement.","HSBC BANK USA, NATIONAL ASSOCIATION | Party A; ADVANCED ENERGY INDUSTRIES, INC. | Party B",100,The parties are clearly listed as 'Party A' and 'Party B' in the agreement.
6b01ccdd3c4b5afa9d7622fb0be50fa1.txt,,,,,,,,,,,,,,,,,,
6bb2b85d54dd5fceb3f642a4c84a167e.txt,ISDA,100,"The document is a Schedule to the ISDA 2002 Master Agreement, which matches the ISDA contract type code.",2018-03-21,100,"The agreement is dated as of March 21, 2018, which is clearly stated in the heading.",,100,There is no indication that this document is an amendment; it is a schedule to the initial agreement.,INITIAL,95,"This is a schedule to the ISDA Master Agreement dated as of March 21, 2018, with no indication of amendment or restatement.",,50,The document does not specify whether it is a draft or executed version; no signatures or execution language are present in the provided text.,"NextEra Energy US Partners Holdings, LLC | Party A; Bank of America, N.A. | Party B",100,Both parties are explicitly named with their roles as Party A and Party B.
6fc8e9e40db851799a0e16117f56841b.txt,VSA (Credit Support Annex),100,"The document is titled '2016 Credit Support Annex for Variation Margin (VM)' and repeatedly refers to itself as a Credit Support Annex, which matches the VSA (Credit Support Annex) code.",2017-07-12,95,"The text states 'ISDA Master Agreement dated July 12, 2017', which is the main date associated with the agreement. No other effective or execution date is mentioned for the annex itself.",,100,There is no indication that this document is an amendment; it is a standalone Credit Support Annex.,INITIAL (initial contract),95,There is no language indicating this is an amendment or restatement; it appears to be the initial Credit Support Annex to the ISDA Master Agreement.,,50,"The document does not specify whether it is a draft, executed, or signed version. No signatures or execution language are present in the provided text.","JPMORGAN CHASE BANK, N.A. | Party A; CAMBRIDGE MASTER FUND L.P. | Party B",100,"The parties are explicitly listed as 'JPMORGAN CHASE BANK, N.A.' (Party A) and 'CAMBRIDGE MASTER FUND L.P.' (Party B)."
7139cc85a8965b8bb389aaaf31a6ed6b.txt,,,,,,,,,,,,,,,,,,
7351e44cc3665a36805b5bf4a5d76a80.txt,ISDA,100,"The document is titled 'ISDA International Swap Dealers Association, Inc. MASTER AGREEMENT' and references the schedule and CSA, which matches the ISDA Master Agreement code.",2009-09-22,100,"The agreement is 'dated as of September 22, 2009', which is clearly stated near the top of the document.",,100,There is no indication that this document is an amendment; it is the original master agreement.,INITIAL,100,"The document is the original master agreement, not an amendment or restated version.",EXECUTED,90,"The agreement is dated and formatted as a final contract, not a draft, and there is no indication it is unsigned.",SEMPRA ENERGY TRADING LLC | Party A; MXENERGY ELECTRIC INC. | Party B,100,"The parties are explicitly listed as 'SEMPRA ENERGY TRADING LLC (""Party A"")' and 'MXENERGY ELECTRIC INC. (""Party B"")'."
74a043b2a2c75aeca43e1782601f332a.txt,VSA (Credit Support Annex),100,"The document is titled 'CREDIT SUPPORT ANNEX to the Schedule to the ISDA Master Agreement', which matches the VSA (Credit Support Annex) contract type.",2018-02-21,100,"The text states 'ISDA Master Agreement dated as of February 21, 2018', which is the main contract date.",,100,There is no indication that this document is an amendment; it appears to be an initial annex.,INITIAL (initial contract),95,There is no language indicating this is an amendment or restatement; it is a Credit Support Annex supplementing the original ISDA Master Agreement.,,50,The document does not specify whether it is a draft or executed version; status cannot be determined from the provided text.,"EDF Energy Services, LLC | Party A; Summer Energy Northeast, LLC (formerly: REP Energy, LLC) | Party B",100,"The parties are listed as 'EDF Energy Services, LLC' and 'Summer Energy Northeast, LLC (formerly: REP Energy, LLC)' with roles 'Party A' and 'Party B' respectively."
7c015d324e4a515287d58dfcbbab8201.txt,ISDA,100,"The document is titled 'ISDA MASTER AGREEMENT' and references the International Swaps and Derivatives Association, Inc., indicating it is an ISDA Master Agreement.",2005-08-30,100,"The agreement is stated to be 'dated as of August 30, 2005', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is the initial master agreement.,INITIAL,100,"The agreement is described as a 'MASTER AGREEMENT' dated as of August 30, 2005, with no reference to amendment or restatement, indicating it is the initial contract.",EXECUTED,90,"The agreement is dated and states that the parties 'agree as follows', indicating it is an executed contract rather than a draft.","SWISS RE FINANCIAL PRODUCTS CORPORATION; SUPPLEMENTAL INTEREST TRUST, STRUCTURED ASSET INVESTMENT LOAN TRUST MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2005-HE3",100,"Both parties are explicitly named as entering into the agreement. No specific roles (e.g., Buyer/Seller) are assigned in the text."
7c187d338ffd5feb954d2f41c3d2f5a6.txt,ISDA,100,"The document is titled 'TWENTY-SIXTH AMENDMENT TO FIRST LIEN ISDA 2002 MASTER AGREEMENT', clearly indicating it is related to an ISDA Master Agreement.",2022-08-11,100,"The text states the amendment is 'entered into as of August 11, 2022', which is the main date associated with this contract.",2022-08-11,100,"Since this is an amendment, the amendment date is the same as the contract date: August 11, 2022.",AMENDMENT,100,"The document is titled 'TWENTY-SIXTH AMENDMENT', indicating it is an amendment to the original contract.",EXECUTED,95,"The document is labeled 'Execution Version', which typically indicates it is the executed version.","U.S. OIL & REFINING CO. | Party B; MERRILL LYNCH COMMODITIES, INC. | Party A",95,"The parties are explicitly named as 'Party A' and 'Party B' in the opening paragraph. Guarantors are mentioned as acknowledging and agreeing, but not named."
7d5c392742665caa8a00edcae499c346.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' by the International Swaps and Derivatives Association, Inc., and explicitly refers to the ISDA Master Agreement and its Schedule.",2020-04-02,100,"The agreement is stated as 'dated as of April 2, 2020', which is the main date associated with the contract.",,100,There is no indication that this document is an amendment; it is the initial master agreement.,INITIAL,100,"The agreement is referred to as the '2002 Master Agreement' and there is no mention of amendment or restatement, indicating it is the initial contract.",EXECUTED,80,"The agreement uses language such as 'have entered and/or anticipate entering into one or more transactions' and is dated, suggesting it is executed, though no explicit signatures are shown in the excerpt.","HSBC BANK USA, NATIONAL ASSOCIATION; ADVANCED ENERGY INDUSTRIES, INC.",100,"Both party names are clearly listed at the top of the agreement. No explicit roles (e.g., Buyer/Seller) are specified in the text."
