filename,contract_type,contract_type_confidence,contract_type_explanation,contract_date,contract_date_confidence,contract_date_explanation,amendment_date,amendment_date_confidence,amendment_date_explanation,amendment_number,amendment_number_confidence,amendment_number_explanation,version_type,version_type_confidence,version_type_explanation,status,status_confidence,status_explanation
4986adbaccdf53b8b2b59669fa5f9210.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' from the International Swaps and Derivatives Association, Inc., and explicitly refers to the ISDA Master Agreement and Schedule.",2015-12-30,100,"The agreement is stated as 'dated as of December 30, 2015' at the top of the document.",,100,There is no indication that this document is an amendment; it is the initial agreement.,,100,There is no amendment number mentioned and the document is not an amendment.,INITIAL,100,"The document is the original 2002 ISDA Master Agreement between the parties, not an amendment or restatement.",EXECUTED,90,"The agreement is dated and appears to be the final version, indicating it is executed, although no explicit signatures are shown in the provided text."
498a0e40db6d54a6a47d666be570f271.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' and references the International Swaps and Derivatives Association, Inc. (ISDA), and explicitly mentions 'ISDA' and 'Master Agreement' throughout.",2021-11-30,100,"The agreement is stated as 'dated as of November 30, 2021' near the top of the document.",,100,There is no indication that this document is an amendment; it is the initial master agreement.,,100,There is no mention of any amendment number or that this is an amendment.,INITIAL,100,"The document is the initial 2002 ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,"The agreement is dated and appears to be the executed version, not a draft, as it specifies the parties and effective date."
4b5d1fdfb11450aaab7654927eb24d06.txt,ISDA,100,The document is titled 'SCHEDULE to the ISDA 2002 Master Agreement' and references the ISDA Master Agreement explicitly.,2019-03-20,100,"The text states 'ISDA 2002 Master Agreement dated as of March 20, 2019', indicating this is the main contract date.",,100,There is no indication this document is an amendment; it is a schedule to the initial contract.,,100,No amendment number is mentioned and the document is not an amendment.,INITIAL,95,"The document is a schedule to the initial ISDA Master Agreement, not an amendment or restatement.",EXECUTED,95,"The document is labeled 'Execution Copy', which typically indicates it is the executed version."
4c80ac9225d056f4b4382ef9252da8ad.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' by the International Swaps and Derivatives Association, Inc., and references the ISDA Master Agreement and Schedule.",2017-07-12,100,"The agreement is stated as 'dated as of July 12, 2017' near the top of the document.",,100,There is no indication that this document is an amendment; it is the initial contract.,,100,There is no mention of any amendment number or that this is an amendment.,INITIAL,100,"The document is the original 2002 ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,The agreement is dated and appears to be finalized between the parties; there is no indication it is a draft.
4ca1095bd9d454a88d3180594f07154d.txt,GMRA,100,"The document is titled 'AMENDED AND RESTATED GLOBAL MASTER REPURCHASE AGREEMENT', which matches the GMRA contract type.",2013-04-23,100,"The agreement is dated as of April 23, 2013, which is explicitly stated in the document.",,100,"This is an amended and restated agreement, not a simple amendment, so amendment_date is not applicable.",,100,There is no mention of an amendment number in the provided text.,RESTATED,100,"The document is labeled 'AMENDED AND RESTATED', which matches the 'amended and restated' version type.",EXECUTED,90,"The agreement is dated and lists the parties, which strongly suggests it is an executed version, though explicit signatures are not shown in the provided text."
4e875e5632ca5d02883692ec03d0cc6c.txt,ISDA,100,"The document is titled 'SECOND AMENDMENT ... TO THE ISDA MASTER AGREEMENT', clearly indicating it is related to an ISDA Master Agreement.",2009-09-22,100,"The ISDA Master Agreement is stated as 'dated as of September 22, 2009', which is the main contract date.",2010-05-28,100,"The amendment is 'DATED AS OF MAY 28, 2010', which is the date of this amendment.",2,100,"The document is titled 'SECOND AMENDMENT', indicating this is amendment number 2.",AMENDMENT,100,"The document is a 'SECOND AMENDMENT', which is an amendment to the contract.",EXECUTED,90,"The document uses formal language and is dated, with no indication it is a draft. It is most likely an executed amendment."
4ef7763aece7534993d6e367c8266c15.txt,VSA,95,"The document is titled '2016 Credit Support Annex for Variation Margin (VM)' and refers to the ISDA Master Agreement, which matches the VSA (Credit Support Annex) code.",2017-07-12,95,"The text states 'ISDA Master Agreement dated July 12, 2017', which is the main contract date for the referenced agreement.",,100,There is no indication this document is an amendment; it is a standalone Credit Support Annex.,,100,No amendment number is mentioned and the document is not an amendment.,INITIAL,95,"This is the initial Credit Support Annex supplementing the ISDA Master Agreement, not an amendment or restated version.",EXECUTED,80,The document supplements an existing executed ISDA Master Agreement and is not marked as a draft.
4f373aa105575bc19f67ea9efea926b6.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' from the International Swaps and Derivatives Association, Inc., which matches the ISDA Master Agreement code.",2024-02-15,100,"The agreement is stated as 'dated as of February 15, 2024' which is the main effective date of the contract.",,100,There is no indication that this document is an amendment; it is the initial master agreement.,,100,There is no mention of an amendment number or that this is an amendment.,INITIAL,100,"The document is the original 2002 ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,"The agreement is dated and appears to be a finalized contract between the parties, indicating it is executed. There is no explicit mention of it being a draft."
4f8a4483b2dc56f3a25523cda4634b43.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' by the International Swaps and Derivatives Association, Inc., and references both the schedule and the master agreement, matching the ISDA code.",2021-12-28,100,"The agreement is stated as 'dated as of December 28, 2021', which is the main contract date.",,100,There is no indication that this document is an amendment; it is the initial master agreement.,,100,There is no mention of an amendment number or that this is an amendment.,INITIAL,100,"The document is the original 2002 ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,"The agreement is dated and presented as a formal contract between the parties, indicating it is executed. There is no indication it is a draft."
5121352e4b375dad98f145f938a196cb.txt,ISDA,95,"The document is titled 'ISDA Master Agreement (Interest Rate Swap Agreement)' and references a schedule to the master agreement, which matches the ISDA code.",2005-04-22,98,"The text states 'MASTER AGREEMENT DATED AS OF 22 APRIL 2005', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it appears to be the initial agreement.,,100,There is no mention of an amendment number or that this is an amendment.,INITIAL,98,"The document is a schedule to the master agreement dated as of 22 April 2005, indicating it is the initial contract, not an amendment or restated version.",EXECUTED,90,"The agreement is dated and appears to be finalized; there is no indication it is a draft, so 'executed' is most likely."
516786fe020d59eba1b3e7f65e727e38.txt,ISDA,100,"The document is titled 'SCHEDULE to the 2002 ISDA Master Agreement', indicating it is an ISDA Master Agreement.",2017-07-12,100,"The text states '2002 ISDA Master Agreement dated as of July 12, 2017', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is a schedule to the initial contract.,,100,No amendment number is mentioned and the document is not an amendment.,INITIAL,100,"The document is a schedule to the initial ISDA Master Agreement, not an amendment or restatement.",EXECUTED,90,"The use of 'dated as of July 12, 2017' and the formal structure suggest this is an executed contract, not a draft."
5273ace62a7a5e83b8b7bcc3e335ab37.txt,ISDA,100,"The document is titled 'TWENTY SEVENTH AMENDMENT TO FIRST LIEN ISDA 2002 MASTER AGREEMENT', which clearly identifies it as an ISDA Master Agreement amendment.",,70,"The document provides the amendment date (November 2, 2022) but does not specify the date of the initial ISDA Master Agreement. Therefore, the contract_date cannot be determined from the provided text.",2022-11-02,100,"The amendment is stated to be entered into as of November 2, 2022, which is the amendment date.",27,100,"The document is titled 'TWENTY SEVENTH AMENDMENT', indicating this is the 27th amendment.",AMENDMENT,100,"The document is explicitly called an 'AMENDMENT', so the version type is 'amendment'.",EXECUTED,95,"The document is labeled 'Execution Version', which typically indicates an executed contract."
5307f3f60d8a579bb291345dba73e732.txt,ISDA,100,"The document is titled 'ISDA' and references the '2002 Master Agreement' and 'International Swaps and Derivatives Association, Inc.', which matches the ISDA Master Agreement contract type.",2021-12-28,100,"The text states 'dated as of December 28, 2021', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is the initial schedule to the ISDA Master Agreement.,,100,There is no amendment number mentioned and the document is not an amendment.,INITIAL,100,"The document is the initial schedule to the ISDA Master Agreement, not an amendment or restatement.",EXECUTED,90,"The presence of a specific date ('dated as of December 28, 2021') strongly suggests this is an executed contract, not a draft."
552e263116f358f089943a0354bc3008.txt,ISDA,100,"The document is titled 'SCHEDULE to the 2002 ISDA Master Agreement', indicating it is part of an ISDA Master Agreement.",2017-07-12,100,"The text states '2002 ISDA Master Agreement dated as of July 12, 2017', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is a schedule to the initial agreement.,,100,"There is no mention of an amendment number, and the document is not an amendment.",INITIAL,100,"This is a schedule to the initial ISDA Master Agreement, not an amendment or restatement.",EXECUTED,90,"The document references a specific date and parties, indicating it is likely executed, though there is no explicit signature block in the provided text."
5646f6cd2d1d585d979a6ba89d9d434a.txt,ISDA,100,"The document is titled 'ISDA International Swap Dealers Association, Inc. MASTER AGREEMENT' and references the ISDA Master Agreement throughout.",2005-02-22,100,"The agreement is 'dated as of February 22, 2005', which is explicitly stated in the document.",,100,There is no indication that this document is an amendment; it is the initial master agreement.,,100,There is no amendment number or reference to an amendment in the text.,INITIAL,100,"The document is the original ISDA Master Agreement, not an amendment or amended and restated version.",EXECUTED,95,"The document is labeled as 'Execution Copy', which indicates it is an executed version."
57eb626d75245ce0abd75863e5000b9e.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' by the International Swaps and Derivatives Association, Inc., which is the definition of an ISDA Master Agreement.",2022-06-13,100,"The agreement is stated as 'dated as of June 13th, 2022', which is the main effective date of the contract.",,100,There is no indication that this document is an amendment; it is the initial agreement.,,100,"There is no mention of any amendment number, and the document is not an amendment.",INITIAL,100,"The document is the initial ISDA Master Agreement, not an amendment or amended and restated version.",EXECUTED,90,"The agreement is dated and appears to be the executed version, as it is not marked as a draft and contains the final effective date."
5a5adf7517955ea6bd8fad0b01280b43.txt,LETTER,95,"The document is titled 'LETTER AGREEMENT' and is structured as a letter between Goldman Sachs and X-Rite, Incorporated, referencing other agreements but itself is a letter agreement.",,30,"No explicit effective or execution date for this letter agreement is provided in the text. The referenced ISDA Master Agreement is dated August 15, 2006, but that is not the date for this letter agreement.",,100,"This document is not an amendment but a letter agreement, so amendment_date is null.",,100,"This document is not an amendment, so amendment_number is null.",INITIAL,90,The document is a standalone letter agreement and not an amendment or amended and restated version.,EXECUTED,95,"The document is labeled 'Execution Version', which typically indicates it is the executed version."
5b0d97bba758591eb4d64a958be68293.txt,ISDA,100,"The document is titled 'ISDA Master Agreement' and references the International Swap Dealers Association, Inc. Master Agreement, including a schedule and CSA.",2013-05-07,100,"The agreement is 'dated as of 7 May 2013', which is the main effective date.",,100,There is no indication that this document is an amendment; it is the initial agreement.,,100,"There is no mention of any amendment number, and the document is not an amendment.",INITIAL,100,"The document is the original ISDA Master Agreement, not an amendment or amended and restated version.",EXECUTED,95,"The document is labeled 'EXECUTION VERSION', which typically means it is the executed version."
5b3b418331ba5994a23e43d507dcee0b.txt,ISDA,95,"The document is titled 'ISDA Schedule to the Master Agreement for Interest Rate Swap' and references ISDA and a schedule, indicating it is an ISDA Master Agreement.",2007-03-13,98,"The date 'DATE 13 March 2007' is clearly stated near the top of the document, indicating the main contract date.",,100,There is no indication that this document is an amendment; it appears to be the initial schedule.,,100,"No amendment number is mentioned, and the document does not appear to be an amendment.",INITIAL,95,"The document is an ISDA Schedule to the Master Agreement and does not mention being amended or restated, so it is the initial contract.",EXECUTED,80,"The document includes a specific date and parties, which typically indicates execution, although no explicit executed language is shown."
5de97e0b07f4548d8729195fea39d41d.txt,ISDA,100,"The document is titled 'SCHEDULE TO THE ISDA MASTER AGREEMENT' and references the 1992 ISDA Master Agreement, indicating it is an ISDA Master Agreement or a component thereof.",2008-07-30,100,"The text states 'dated as of July 30, 2008' in the heading and in the body, indicating this is the main contract date.",,100,There is no indication that this document is an amendment; it is a schedule to the original ISDA Master Agreement.,,100,"No amendment number is mentioned, and the document is not an amendment.",INITIAL,100,The document is a schedule to the initial ISDA Master Agreement and does not reference being amended or restated.,EXECUTED,95,"The document is labeled 'EXECUTION COPY', which typically indicates it is the executed version."
5fc7cb9313d15511834a4ffd25af3b67.txt,GMRA,100,"The document is titled 'GLOBAL MASTER REPURCHASE AGREEMENT' and references TBMA/ISMA, which is the standard for GMRA agreements.",2013-02-06,100,"The agreement is 'Dated as of February 6, 2013', which is the main effective date.",,100,"This is an 'amended and restated' agreement, not a standalone amendment, so amendment_date is not applicable.",,100,There is no mention of an amendment number in the provided text.,RESTATED,100,The agreement is explicitly labeled 'AMENDED AND RESTATED GLOBAL MASTER REPURCHASE AGREEMENT'.,EXECUTED,90,"The agreement is dated and between named parties, which typically indicates an executed contract, though signatures are not shown in the excerpt."
61144fd96fa95672bf5e800a986c8722.txt,ISDA,100,"The document is titled 'ISDA MASTER AGREEMENT' and references the International Swap Dealers Association, Inc., which clearly indicates it is an ISDA Master Agreement.",2010-08-18,100,"The agreement is stated as 'dated as of August 18, 2010' near the top of the document.",,100,There is no indication that this document is an amendment; it is the initial agreement.,,100,"There is no mention of any amendment number, as this is not an amendment.",INITIAL,100,"The document is the original ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,"The agreement is dated and appears to be the final version, not marked as draft. The use of 'dated as of' typically indicates execution."
61158cb609b45c6caf15f34b7d2ff735.txt,TERMINATION,100,"The document is titled 'TERMINATION ACKNOWLEDGMENT (TRS)' and repeatedly refers to the termination of the Master Agreement, indicating it is a Termination Acknowledgment.",2012-07-02,95,"The ISDA 2002 Master Agreement referenced is dated as of July 2, 2012, which is the main contract being terminated. This is the primary contract date.",2013-06-13,100,"The Termination Acknowledgment is dated June 13, 2013, which is the effective date of this termination document.",,100,There is no mention of an amendment number in the document.,AMENDMENT,100,"A Termination Acknowledgment is considered an amendment to the contract, as it modifies the contract's status by terminating it.",EXECUTED,100,"The document includes signature blocks and the phrase 'duly executed as of the date first written above,' indicating it is executed."
6182f1b146f35141ade16b62b13fac99.txt,ISDA,100,"The document is titled 'ISDA 2002 MASTER AGREEMENT' and references the International Swaps and Derivatives Association, indicating it is an ISDA Master Agreement.",2012-07-02,100,"The agreement is stated as 'dated as of July 2, 2012', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is the initial agreement.,,100,"There is no amendment number mentioned, and the document is not an amendment.",INITIAL,100,The document is the original '2002 Master Agreement' and not an amendment or restated version.,EXECUTED,90,"The agreement is dated and appears to be the final version, not marked as draft, suggesting it is executed."
643d285979305f4eabdae10d08fe70f7.txt,ISDA,100,"The document is titled 'ISDA International Swap Dealers Association, Inc. MASTER AGREEMENT' and references the ISDA Master Agreement, including the schedule and confirmations.",2005-09-22,100,"The agreement is stated as 'dated as of September 22, 2005' near the top of the document.",,100,There is no indication this document is an amendment; it is the initial master agreement.,,100,"There is no amendment number mentioned, and the document is not an amendment.",INITIAL,100,"The document is the original ISDA Master Agreement, not an amendment or amended and restated version.",EXECUTED,95,"The document is labeled 'Execution Copy,' which typically indicates it is the executed version."
6554eb3664ee501dad601757f9ac50e2.txt,ISDA,100,"The document is titled '2002 ISDA MASTER AGREEMENT' and references the International Swaps and Derivatives Association, Inc., as well as the schedule and confirmations, matching the ISDA Master Agreement code.",2010-05-28,100,"The agreement is stated as 'dated as of May 28, 2010', which is the main contract date.",,100,There is no indication that this document is an amendment; it is the initial contract.,,100,"There is no amendment number mentioned, and the document is not an amendment.",INITIAL,100,"The document is the original 2002 ISDA Master Agreement between the parties, not an amendment or restated version.",EXECUTED,90,The agreement is dated and appears to be a finalized contract between the parties; there is no indication it is a draft.
66317a701bd35483a91593879e761562.txt,ISDA,100,The document is titled 'AMENDMENT TO THE ISDA MASTER AGREEMENT AND SCHEDULE' and references the ISDA Master Agreement and Schedule throughout.,2005-06-24,100,"The original ISDA Master Agreement is stated as dated June 24, 2005: 'ISDA Master Agreement dated as of June 24, 2005'.",2009-05-29,100,"The amendment is stated as effective as of May 29, 2009: 'this Amendment...is made and entered into effective as of May 29, 2009'.",,100,There is no mention of an amendment number in the document.,AMENDMENT,100,"The document is an amendment to an existing ISDA Master Agreement, as stated in the title and throughout the text.",EXECUTED,100,"The document includes signature blocks and the statement 'the Parties have caused this Amendment to be executed', indicating it is executed."
66491d42b87858e0bb0122ddc92bcfef.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' by the International Swaps and Derivatives Association, Inc., which matches the ISDA Master Agreement code.",2019-04-11,100,"The agreement is stated as 'dated as of April 11, 2019', which is the effective date of the contract.",,100,There is no indication in the text that this document is an amendment; it is the initial agreement.,,100,"There is no amendment mentioned, so no amendment number is present.",INITIAL,100,"The document is the original 2002 ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,"The agreement is dated and appears to be the final version, not a draft. There is no explicit mention of signatures, but the presence of a date and the formal structure suggest it is executed."
6a83b9c4a62052f8989cd748dca0ab97.txt,ISDA,100,"The document is titled 'ISDA International Swaps and Derivatives Association, Inc. SCHEDULE to the 2002 Master Agreement', which clearly indicates it is an ISDA Master Agreement.",2020-04-02,100,"The text states 'dated as of April 2, 2020', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is the initial schedule to the master agreement.,,100,"There is no mention of any amendment number, and the document is not an amendment.",INITIAL,100,"The document is the initial schedule to the 2002 Master Agreement, not an amendment or restatement.",EXECUTED,95,"The document is labeled 'Execution Copy', which typically indicates it is the executed version."
6b01ccdd3c4b5afa9d7622fb0be50fa1.txt,ISDA,100,"The document is titled 'ISDA Master Agreement' and references the International Swaps and Derivatives Association, Inc., indicating it is an ISDA Master Agreement.",2005-09-30,100,"The agreement is stated to be 'dated as of September 30, 2005', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is the initial contract.,,100,"There is no mention of any amendment number, as this is not an amendment.",INITIAL,100,"The document is the original ISDA Master Agreement, not an amendment or amended and restated version.",EXECUTED,90,"The document is dated and appears to be a finalized agreement between the parties, indicating it is executed."
6bb2b85d54dd5fceb3f642a4c84a167e.txt,ISDA,100,"The document is titled 'SCHEDULE to the ISDA 2002 MASTER AGREEMENT', indicating it is an ISDA Master Agreement.",2018-03-21,100,"The agreement is stated to be 'dated as of March 21, 2018', which is the main contract date.",,100,There is no indication that this document is an amendment; it is a schedule to the initial agreement.,,100,No amendment number is mentioned and the document is not an amendment.,INITIAL,100,"This is a schedule to the initial ISDA Master Agreement, not an amendment or restatement.",EXECUTED,80,"The document is dated and appears to be a finalized agreement, but there is no explicit mention of signatures in the provided text."
6fc8e9e40db851799a0e16117f56841b.txt,VSA,100,"The document is titled '2016 Credit Support Annex for Variation Margin (VM)' and repeatedly refers to itself as a Credit Support Annex, which matches the 'VSA' code.",2017-07-12,95,"The text states 'ISDA Master Agreement dated July 12, 2017', which is the main contract date referenced for the underlying agreement.",,100,There is no indication that this document is an amendment; it is a Credit Support Annex supplementing the ISDA Master Agreement.,,100,"There is no amendment number mentioned, and the document does not appear to be an amendment.",INITIAL,95,"The document is a Credit Support Annex supplementing the ISDA Master Agreement, with no indication of being an amendment or restatement.",EXECUTED,80,"The document references a specific date and parties, and is not marked as a draft, suggesting it is an executed version."
7139cc85a8965b8bb389aaaf31a6ed6b.txt,ISDA,100,"The document is titled 'ISDA MASTER AGREEMENT' and references the International Swap Dealers Association, Inc. Master Agreement, including the schedule and CSA.",2014-03-04,100,"The agreement is stated as 'dated as of 4 March 2014', which is the effective date of the contract.",,100,There is no indication in the text that this document is an amendment; it is the initial agreement.,,100,There is no mention of any amendment number or that this is an amendment.,INITIAL,100,"The document is the original ISDA Master Agreement, not an amendment or amended and restated version.",EXECUTED,95,"The document is labeled 'EXECUTION VERSION', which typically indicates it is the executed version of the contract."
7351e44cc3665a36805b5bf4a5d76a80.txt,ISDA,100,"The document is titled 'ISDA International Swap Dealers Association, Inc. MASTER AGREEMENT' and references the schedule and CSA, matching the ISDA code.",2009-09-22,100,"The agreement is 'dated as of September 22, 2009', which is the main contract date.",,100,There is no indication that this document is an amendment; it is the initial master agreement.,,100,"There is no amendment number mentioned, and the document is not an amendment.",INITIAL,100,"The document is the initial ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,"The contract is dated and appears to be the executed version, as there is no indication it is a draft."
74a043b2a2c75aeca43e1782601f332a.txt,VSA,98,"The document is titled 'CREDIT SUPPORT ANNEX to the Schedule to the ISDA Master Agreement', which matches the 'Credit Support Annex' (VSA) contract type.",2018-02-21,98,"The text states 'ISDA Master Agreement dated as of February 21, 2018', indicating this is the main contract date.",,100,There is no indication that this document is an amendment; it appears to be the initial Credit Support Annex.,,100,There is no mention of an amendment number or that this is an amendment.,INITIAL,95,"The document is a Credit Support Annex supplementing the initial ISDA Master Agreement, with no indication of being amended or restated.",EXECUTED,90,"The document references a specific date and parties, implying it is an executed version rather than a draft."
7c015d324e4a515287d58dfcbbab8201.txt,ISDA,100,"The document is titled 'ISDA International Swaps and Derivatives Association, Inc. MASTER AGREEMENT' and references the schedule and CSA, matching the ISDA code.",2005-08-30,100,"The agreement is 'dated as of August 30, 2005', which is explicitly stated in the document.",,100,There is no indication that this document is an amendment; it is the initial master agreement.,,100,"There is no amendment number mentioned, and the document is not an amendment.",INITIAL,100,The document is the original 'MASTER AGREEMENT' and not an amendment or restated version.,EXECUTED,80,"The agreement is dated and appears to be a finalized contract, not a draft. No explicit signature is shown, but the context suggests execution."
7c187d338ffd5feb954d2f41c3d2f5a6.txt,ISDA,100,"The document is titled 'TWENTY-SIXTH AMENDMENT TO FIRST LIEN ISDA 2002 MASTER AGREEMENT', clearly indicating it is related to an ISDA Master Agreement.",,30,The text does not provide the date of the initial ISDA Master Agreement. Only the amendment date is given.,2022-08-11,100,"The amendment is stated to be 'entered into as of August 11, 2022', which is the amendment date.",26,100,"The document is titled 'TWENTY-SIXTH AMENDMENT', indicating this is the 26th amendment.",AMENDMENT,100,"The document is an amendment, as stated in the title and body ('TWENTY-SIXTH AMENDMENT').",EXECUTED,90,"The document is labeled 'Execution Version', which typically indicates an executed version."
7d5c392742665caa8a00edcae499c346.txt,ISDA,100,"The document is titled 'ISDA International Swaps and Derivatives Association, Inc. 2002 MASTER AGREEMENT' and refers to the 2002 Master Agreement and Schedule, which matches the ISDA Master Agreement code.",2020-04-02,100,"The agreement is stated as 'dated as of April 2, 2020', which is the main contract date.",,100,There is no indication that this document is an amendment; it is the initial master agreement.,,100,There is no mention of an amendment number or that this is an amendment.,INITIAL,100,"The document is the initial 2002 ISDA Master Agreement, not an amendment or restatement.",EXECUTED,90,"The agreement is dated and appears to be the executed version, as it is not marked as a draft and contains the effective date."
7f99bda768395d25b2dcfe40e1115a37.txt,ISDA,100,"The document is titled 'AMENDMENT TO ISDA MASTER AGREEMENT' and references the ISDA Master Agreement, Schedule, and Credit Support Annex.",2018-05-01,98,"The text states the original ISDA Master Agreement was dated as of May 1, 2018, which is the main contract date for the underlying agreement.",2019-06-19,100,"The amendment is 'dated as of June 19, 2019', which is the date of this amendment.",,95,No specific amendment number is mentioned in the provided text.,AMENDMENT,100,"The document is explicitly called an 'Amendment to ISDA Master Agreement', indicating it is an amendment.",EXECUTED,90,"The amendment uses language such as 'upon execution of this Amendment by the parties', implying this is the executed version, not a draft."
7fc1ca3135555cd98794717a904fe5d2.txt,ISDA,100,"The document is titled 'ISDA 2002 MASTER AGREEMENT' and references the International Swaps and Derivatives Association, Inc., which matches the ISDA Master Agreement contract type.",2011-03-22,100,"The agreement is stated to be 'dated as of March 22, 2011', which is the main contract date.",,100,There is no indication that this document is an amendment; it is the initial contract.,,100,"There is no mention of an amendment number, and the document is not an amendment.",INITIAL,100,The document is the original '2002 Master Agreement' and not an amendment or restatement.,EXECUTED,90,"The agreement is dated and appears to be the final version, not a draft. There is no explicit mention of signatures, but the context suggests execution."
804347c409985910bb29efdbfa56341b.txt,VSA,98,"The document is titled '2016 Credit Support Annex for Variation Margin (VM)' and repeatedly refers to 'Credit Support Annex', which matches the VSA code.",2017-07-12,95,"The text states 'ISDA Master Agreement dated July 12, 2017', indicating this is the main contract date for the associated ISDA Master Agreement.",,100,There is no indication that this document is an amendment; it is a standalone Credit Support Annex.,,100,There is no amendment number mentioned and the document is not an amendment.,INITIAL,95,"This is the initial Credit Support Annex for Variation Margin, not an amendment or restatement.",EXECUTED,80,The document is not marked as draft and appears to be a finalized annex to an executed ISDA Master Agreement.
804f0aac770b52fb9ae86514599df0f6.txt,ISDA,100,"The document is titled 'SCHEDULE to the 2002 ISDA Master Agreement', clearly indicating it is an ISDA Master Agreement.",2017-07-12,100,"The text states '2002 ISDA Master Agreement dated as of July 12, 2017', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is a schedule to the initial contract.,,100,There is no mention of any amendment number or that this is an amendment document.,INITIAL,100,"The document is a schedule to the initial ISDA Master Agreement, not an amendment or amended and restated version.",EXECUTED,90,"The contract date is specified and the parties are named, which typically indicates an executed agreement, though no explicit signature block is shown in the excerpt."
813e09a2c13f5d43a2ec8dcfb7e21c80.txt,EMAIL,95,The document refers to an 'ISDA Master Agreement' between the parties and discusses provisions and calculations under the ISDA Agreement.,2006-01-06,95,"The ISDA Master Agreement is stated to be dated January 6, 2006, which is the main contract date.",,100,"This document is a notice under the ISDA, not an amendment. No amendment date is mentioned.",,100,There is no reference to an amendment number or any amendment in the document.,INITIAL,90,The document refers to the original ISDA Master Agreement and does not indicate it is an amendment or amended and restated version.,EXECUTED,90,"The document discusses actions under an existing, effective ISDA Master Agreement, implying the contract is executed."
81bd69c83e4c5232a081ec0540950c94.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' by the International Swaps and Derivatives Association, Inc., which matches the ISDA Master Agreement code.",2015-01-13,100,"The agreement is stated as 'dated as of January 13, 2015', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is the initial master agreement.,,100,There is no amendment referenced or numbered in the document.,INITIAL,100,"The document is the initial 2002 ISDA Master Agreement, not an amendment or amended and restated version.",EXECUTED,90,"The agreement is dated and appears to be the executed version, as there is no indication it is a draft."
81ea6a3e1a43549ca3f9d2521afacca3.txt,ISDA,100,"The document is titled 'ISDA International Swap Dealers Association. Inc. MASTER AGREEMENT' and refers to the ISDA Master Agreement, including the schedule and confirmations.",2014-10-01,100,"The agreement is 'dated as of October 1, 2014', which is the main contract date.",,100,There is no indication that this document is an amendment; it is the initial master agreement.,,100,There is no mention of any amendment number or that this is an amendment.,INITIAL,100,"The document is the original ISDA Master Agreement, not an amendment or restatement.",EXECUTED,90,"The agreement is dated and appears to be the executed version, as there is no indication it is a draft."
824962e06d9c515f8888f975653e0ea1.txt,ISDA,100,"The document is titled 'SCHEDULE TO 2002 ISDA MASTER AGREEMENT' and repeatedly references the ISDA Master Agreement, indicating it is an ISDA Master Agreement schedule.",2009-06-29,100,"The text states '2002 ISDA Master Agreement dated as of June 29, 2009', which is the effective date of the contract.",,100,There is no indication that this document is an amendment; it is a schedule to the initial agreement.,,100,"No amendment number is mentioned, and the document is not an amendment.",INITIAL,100,"This is the initial schedule to the ISDA Master Agreement, not an amendment or restated version.",EXECUTED,80,"The document provides specific parties and an effective date, which typically indicates an executed contract, though explicit signatures are not shown in the excerpt."
82f14fcbe58c562fb7037872d3f43838.txt,ISDA,100,The document is titled 'AMENDMENT TO THE ISDA MASTER AGREEMENT' and references the 'ISDA Master Agreement' throughout.,2017-07-12,100,"The main contract date is stated as 'the ISDA Master Agreement, dated as of July 12, 2017'.",2018-10-10,100,"The amendment is 'dated as of October 10, 2018', which is the date of this amendment.",,90,There is no explicit amendment number mentioned in the provided text.,AMENDMENT,100,The document is titled 'AMENDMENT' and describes changes to the existing ISDA Master Agreement.,EXECUTED,90,"The amendment is dated and written in definitive language, indicating it is an executed version rather than a draft."
